"Num_Auto_Mvt","Num_Mvt","Mvt","Categorie","Categdep","MT_Chiffre_Mvt_R","MT_Chiffre_Mvt_D","TYPE","DESIGN","MOISAN","MT_Lttre_Mvt","Motif_Mvt","Date_Mvt","Date_Mvt1","NORD","DATBEO","Code_Service","Service_Mvt","COMPT","DAF","DP","GDP","Solde_Av_Mvt","Solde_Av_Mvt1","Solde_Ap_Mvt","Solde_Ap_Mvt1","Heure_Mvt","Benef_Mvt","Code_Rubrique","Rubrique_Mvt","REP","CODE","MOIS","ANNE","MOISAN2","NBEO","MLMOIS","DATF","TITRE","COD"
"3883","3286","Dépenses","Dépenses","Dépenses","0","3161500","","","AOUT/2023","Trois millions cent soixante  et un mille cinq cent un francs congolais","Collation d'encadrement de ressources propres juin 23","03/08/2023 00:00:00","2023/08/03","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","239994121,6","239994121,6","236832621,6","236832621,6","30/12/1899 11:02:09","","","","0","663841","AOUT","2023","MOIS D'AOUT 2023","3154","Francs Congolais:  Vingt quatre millions cinq cent soixante  treize mille six cent quarante neuf et vingt huit centime","33333","SOMMAIRE MOIS D'AOUT 2023","1"
"3884","3287","Dépenses","Dépenses","Dépenses","0","1500000","","","AOUT/2023","Un million cinq cent mille francs congolais","Révision pompe d'injection,achat pces rechanges ","03/08/2023 00:00:00","2023/08/03","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","236832621,6","236832621,6","235332621,6","235332621,6","30/12/1899 11:04:19","","","","0","624000","AOUT","2023","MOIS D'AOUT 2023","3155","Francs Congolais:  Vingt quatre millions cinq cent soixante  treize mille six cent quarante neuf et vingt huit centime","33333","SOMMAIRE MOIS D'AOUT 2023","1"
"3885","3288","Dépenses","Dépenses","Dépenses","0","52000","","","AOUT/2023","Cinquante deux mille francs congolais","Frais d'intervention bancaire, retrait fonds","03/08/2023 00:00:00","2023/08/03","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","235332621,6","235332621,6","235280621,6","235280621,6","30/12/1899 11:05:20","","","","0","631000","AOUT","2023","MOIS D'AOUT 2023","3156","Francs Congolais:  Vingt quatre millions cinq cent soixante  treize mille six cent quarante neuf et vingt huit centime","33333","SOMMAIRE MOIS D'AOUT 2023","1"
"3886","3289","Dépenses","Dépenses","Dépenses","0","604080","","","AOUT/2023","Six cent quatre mille quatre-vingt francs congolais","Achat rideaux stores bureau SDRF","03/08/2023 00:00:00","2023/08/03","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","235280621,6","235280621,6","234676541,6","234676541,6","30/12/1899 11:06:46","","","","0","624000","AOUT","2023","MOIS D'AOUT 2023","3157","Francs Congolais:  Vingt quatre millions cinq cent soixante  treize mille six cent quarante neuf et vingt huit centime","33333","SOMMAIRE MOIS D'AOUT 2023","1"
"3887","3290","Dépenses","Dépenses","Dépenses","0","676000","","","AOUT/2023","Six cent soixante  seize mille francs congolais","Réparation,achat pces de rechanges jeep 4306","03/08/2023 00:00:00","2023/08/03","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","234676541,6","234676541,6","234000541,6","234000541,6","30/12/1899 11:07:58","","","","0","624000","AOUT","2023","MOIS D'AOUT 2023","3158","Francs Congolais:  Vingt quatre millions cinq cent soixante  treize mille six cent quarante neuf et vingt huit centime","33333","SOMMAIRE MOIS D'AOUT 2023","1"
"3888","3291","Dépenses","Dépenses","Dépenses","0","2450000","","","AOUT/2023","Deux millions quatre cent cinquante mille francs congolais","Collation rédaction du rapport d'activités mai 2023","03/08/2023 00:00:00","2023/08/03","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","234000541,6","234000541,6","231550541,6","231550541,6","30/12/1899 11:09:50","","","","0","663841","AOUT","2023","MOIS D'AOUT 2023","3159","Francs Congolais:  Vingt quatre millions cinq cent soixante  treize mille six cent quarante neuf et vingt huit centime","33333","SOMMAIRE MOIS D'AOUT 2023","1"
"3889","3292","Dépenses","Dépenses","Dépenses","0","475000","","","AOUT/2023","Quatre cent soixante  quinze mille francs congolais","Frais d'entretien jeep 8608","03/08/2023 00:00:00","2023/08/03","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","231550541,6","231550541,6","231075541,6","231075541,6","30/12/1899 11:10:45","","","","0","624000","AOUT","2023","MOIS D'AOUT 2023","3160","Francs Congolais:  Vingt quatre millions cinq cent soixante  treize mille six cent quarante neuf et vingt huit centime","33333","SOMMAIRE MOIS D'AOUT 2023","1"
"3890","3293","Dépenses","Dépenses","Dépenses","0","1198000","","","AOUT/2023","Un million cent quatre-vingt  dix-huit mille francs congolais","Mission n° 046/23 Khonde,Likongi,Hatari et Motende","03/08/2023 00:00:00","2023/08/03","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","231075541,6","231075541,6","229877541,6","229877541,6","30/12/1899 11:12:15","","","","0","638410","AOUT","2023","MOIS D'AOUT 2023","3161","Francs Congolais:  Vingt quatre millions cinq cent soixante  treize mille six cent quarante neuf et vingt huit centime","33333","SOMMAIRE MOIS D'AOUT 2023","1"
"3891","3294","Dépenses","Dépenses","Dépenses","0","570000","","","AOUT/2023","Cinq cent soixante  dix mille francs congolais","Collation recolte données relatives grade recrutement agents","03/08/2023 00:00:00","2023/08/03","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","229877541,6","229877541,6","229307541,6","229307541,6","30/12/1899 11:14:40","","","","0","663841","AOUT","2023","MOIS D'AOUT 2023","3162","Francs Congolais:  Vingt quatre millions cinq cent soixante  treize mille six cent quarante neuf et vingt huit centime","33333","SOMMAIRE MOIS D'AOUT 2023","1"
"2459","114","Recettes","Recettes","Recettes","6671305","0","KIN-VILLE","Contentieux","AVRIL/2023","Six millions six cent soixante  onze et mille trois cent cinq francs congolais","PV CX N°0004/23 P/C Sté Liquid Télecom","14/04/2023 00:00:00","2023/04/14","103","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","280875174,23","280875174,23","287546479","287546479","30/12/1899 09:32:03","Centre Médical","","","0","707820","AVRIL","2023","MOIS D'AVRIL 2023","0","Francs Congolais:  Vingt huit millions soixante  treize mille sept cent un et quatre-vingt  dix-neuf centime","33333","SOMMAIRE MOIS AVRIL/2023","1"
"2460","115","Recettes","Recettes","Recettes","14293550","0","KIN-VILLE","Contentieux","AVRIL/2023","Quatorze millions deux cent quatre-vingt  treize mille cinq cent cinquante francs congolais","PV CX N° 010/22 P/C Sté Liquid Télécom","14/04/2023 00:00:00","2023/04/14","108","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","287546479,23","287546479,23","301840029","301840029","30/12/1899 09:34:01","Centre Médical","","","0","707820","AVRIL","2023","MOIS D'AVRIL 2023","0","Francs Congolais:  Vingt huit millions soixante  treize mille sept cent un et quatre-vingt  dix-neuf centime","33333","SOMMAIRE MOIS AVRIL/2023","1"
"2461","116","Recettes","Recettes","Recettes","18209852","0","KIN-VILLE","Contentieux","AVRIL/2023","Dix-huit millions deux cent neuf mille huit cent cinquante deux francs congolais","PV CX N°011/22 P/C Sté African Digital","14/04/2023 00:00:00","2023/04/14","105","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","301840029,23","301840029,23","320049881","320049881","30/12/1899 09:35:29","Centre Médical","","","0","707820","AVRIL","2023","MOIS D'AVRIL 2023","0","Francs Congolais:  Vingt huit millions soixante  treize mille sept cent un et quatre-vingt  dix-neuf centime","33333","SOMMAIRE MOIS AVRIL/2023","1"
"2462","117","Recettes","Recettes","Recettes","73279202","0","KIN-VILLE","Contentieux","AVRIL/2023","Soixante  treize millions deux cent soixante  dix-neuf mille deux cent deux francs congolais","PV CX N°004/23 P/C Ets Kin Motos ","14/04/2023 00:00:00","2023/04/14","106","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","320049881,23","320049881,23","393329083","393329083","30/12/1899 09:37:01","Centre Médical","","","0","707820","AVRIL","2023","MOIS D'AVRIL 2023","0","Francs Congolais:  Vingt huit millions soixante  treize mille sept cent un et quatre-vingt  dix-neuf centime","33333","SOMMAIRE MOIS AVRIL/2023","1"
"2463","118","Recettes","Recettes","Recettes","4921645","0","KIN-VILLE","Contentieux","AVRIL/2023","Quatre millions neuf cent vingt  et un mille six cent quarante cinq francs congolais","PV CX N° 003/23 P/C African Digital","14/04/2023 00:00:00","2023/04/14","107","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","393329083,23","393329083,23","398250728","398250728","30/12/1899 09:38:26","Centre Médical","","","0","707820","AVRIL","2023","MOIS D'AVRIL 2023","0","Francs Congolais:  Vingt huit millions soixante  treize mille sept cent un et quatre-vingt  dix-neuf centime","33333","SOMMAIRE MOIS AVRIL/2023","1"
"3892","3295","Dépenses","Dépenses","Dépenses","0","1690000","","","AOUT/2023","Un million six cent quatre-vingt  dix mille francs congolais","Collation élaboration des élements dossiers CTX","03/08/2023 00:00:00","2023/08/03","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","229307541,6","229307541,6","227617541,6","227617541,6","30/12/1899 11:16:52","","","","0","663841","AOUT","2023","MOIS D'AOUT 2023","3163","Francs Congolais:  Vingt quatre millions cinq cent soixante  treize mille six cent quarante neuf et vingt huit centime","33333","SOMMAIRE MOIS D'AOUT 2023","1"
"3893","3296","Dépenses","Dépenses","Dépenses","0","15000","","","AOUT/2023","Quinze mille francs congolais","Courses de service Lumumba","03/08/2023 00:00:00","2023/08/03","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","227617541,6","227617541,6","227602541,6","227602541,6","30/12/1899 11:47:45","","","","0","618120","AOUT","2023","MOIS D'AOUT 2023","3164","Francs Congolais:  Vingt quatre millions cinq cent soixante  treize mille six cent quarante neuf et vingt huit centime","33333","SOMMAIRE MOIS D'AOUT 2023","1"
"3894","159","Recettes","Recettes","Recettes","75000","0","VENTE BORDEREAUX","Vente des Imprimées","AOUT/2023","Soixante  quinze mille francs congolais","KV, Vente imprimés (RPF & RMP)","04/08/2023 00:00:00","2023/08/04","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","227602541,6","227602541,6","227677541","227677541","30/12/1899 11:50:35","Centre Médical","","","0","707820","AOUT","2023","MOIS D'AOUT 2023","0","Francs Congolais:  Vingt quatre millions cinq cent soixante  treize mille six cent quarante neuf et vingt huit centime","33333","SOMMAIRE MOIS D'AOUT 2023","1"
"3895","160","Recettes","Recettes","Recettes","150000","0","VENTE BORDEREAUX","Vente des Imprimées","AOUT/2023","Cent cinquante mille francs congolais","KV, vente imprimés (RPF & RMP)","07/08/2023 00:00:00","2023/08/07","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","227677541,6","227677541,6","227827541","227827541","30/12/1899 11:51:48","Centre Médical","","","0","707820","AOUT","2023","MOIS D'AOUT 2023","0","Francs Congolais:  Vingt quatre millions cinq cent soixante  treize mille six cent quarante neuf et vingt huit centime","33333","SOMMAIRE MOIS D'AOUT 2023","1"
"3896","161","Recettes","Recettes","Recettes","10951000","0","CAISSE","Appro Caisse","AOUT/2023","Dix millions neuf cent cinquante  et un mille francs congolais","KV, Appro caisse","08/08/2023 00:00:00","2023/08/08","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","185430946,24","185430946,24","196381946","196381946","30/12/1899 11:52:37","Appro Caisse","","","0","707820","AOUT","2023","MOIS D'AOUT 2023","0","Francs Congolais:  Vingt quatre millions cinq cent soixante  treize mille six cent quarante neuf et vingt huit centime","33333","SOMMAIRE MOIS D'AOUT 2023","1"
"3897","162","Recettes","Recettes","Recettes","7200000","0","VENTE BORDEREAUX","Vente des Imprimées","AOUT/2023","Sept millions deux cent mille francs congolais","KV, vente bordereaux d'accises","14/08/2023 00:00:00","2023/08/14","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","238778541,6","238778541,6","245978541","245978541","30/12/1899 11:53:45","Centre Médical","","","0","707820","AOUT","2023","MOIS D'AOUT 2023","0","Francs Congolais:  Vingt quatre millions cinq cent soixante  treize mille six cent quarante neuf et vingt huit centime","33333","SOMMAIRE MOIS D'AOUT 2023","1"
"3898","163","Recettes","Recettes","Recettes","21311500","0","INFO","Prime Informatique","AOUT/2023","Vingt  et un millions trois cent onzeun mille cinq cent un francs congolais","DG, Primes informatiques avril & mai 2023","14/08/2023 00:00:00","2023/08/14","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","110695296,14","110695296,14","132006796","132006796","30/12/1899 11:54:40","AUTRES","","","0","707820","AOUT","2023","MOIS D'AOUT 2023","0","Francs Congolais:  Vingt quatre millions cinq cent soixante  treize mille six cent quarante neuf et vingt huit centime","33333","SOMMAIRE MOIS D'AOUT 2023","1"
"3899","164","Recettes","Recettes","Recettes","5381722","0","KIN-VILLE","Contentieux","AOUT/2023","Cinq millions trois cent quatre-vingt  et un mille sept cent vingt deux francs congolais","KV, CX N°026/2023 P/C YU XIANTING","16/08/2023 00:00:00","2023/08/16","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","267290065,6","267290065,6","272671787","272671787","30/12/1899 11:55:51","Centre Médical","","","0","707820","AOUT","2023","MOIS D'AOUT 2023","0","Francs Congolais:  Vingt quatre millions cinq cent soixante  treize mille six cent quarante neuf et vingt huit centime","33333","SOMMAIRE MOIS D'AOUT 2023","1"
"4341","3719","Dépenses","Dépenses","Dépenses","0","1800000","","","SEPTEMBRE/2023","Un million huit cent mille francs congolais","Achat articles en PVC","21/09/2023 00:00:00","2023/09/21","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU","","396330415,24","396330415,24","394530415,24","394530415,24","30/12/1899 12:10:13","","","","0","659800","SEPTEMBRE","2023","MOIS DE SEPTEMBRE 2023","4620","Francs Congolais:  Quatre millions cent quatre-vingt  dix mille quarante et dix centime","33333","SOMMAIRE MOIS MOIS D'OCTOBRE/2023","1"
"4342","3720","Dépenses","Dépenses","Dépenses","0","915000","","","SEPTEMBRE/2023","Neuf cent quinze mille francs congolais","Achat disk dur pour ordinateurs","21/09/2023 00:00:00","2023/09/21","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU","","394530415,24","394530415,24","393615415,24","393615415,24","30/12/1899 12:11:04","","","","0","604720","SEPTEMBRE","2023","MOIS DE SEPTEMBRE 2023","4622","Francs Congolais:  Quatre millions cent quatre-vingt  dix mille quarante et dix centime","33333","SOMMAIRE MOIS MOIS D'OCTOBRE/2023","1"
"4287","3667","Dépenses","Dépenses","Dépenses","0","34000","","","SEPTEMBRE/2023","Trente quatre mille francs congolais","Achat SAE 40 jeep 5596","19/09/2023 00:00:00","2023/09/19","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU","","218702605,92","218702605,92","218668605,92","218668605,92","30/12/1899 13:04:46","","","","0","604210","SEPTEMBRE","2023","MOIS DE SEPTEMBRE 2023","4169","Francs Congolais:  Quatre millions cent quatre-vingt  dix mille quarante et dix centime","33333","SOMMAIRE MOIS MOIS DE SEPTEMBRE/2023","1"
"4608","3975","Dépenses","Dépenses","Dépenses","0","650000","","","OCTOBRE/2023","Six cent cinquante mille francs congolais","Frais réparation des imprimantes bureau GU","20/10/2023 00:00:00","2023/10/20","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU","","372962862,34","372962862,34","372312862,34","372312862,34","30/12/1899 08:09:34","","","","0","604720","OCTOBRE","2023","MOIS D'OCTOBRE 2023","4251","Francs Congolais:  Quatre-vingt deux millions cent quatorzedeux mille quatre cent deuxdeux et dixdeux centime","33333","","1"
"3900","3297","Dépenses","Dépenses","Dépenses","0","340000","","","AOUT/2023","Trois cent quarante mille francs congolais","Achat mat. et réparat° photocop SD SEP","04/08/2023 00:00:00","2023/08/04","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","272671787,6","272671787,6","272331787,6","272331787,6","30/12/1899 08:24:38","","","","0","624000","AOUT","2023","MOIS D'AOUT 2023","3165","Francs Congolais:  Vingt quatre millions cinq cent soixante  treize mille six cent quarante neuf et vingt huit centime","33333","SOMMAIRE MOIS D'AOUT 2023","1"
"3901","3298","Dépenses","Dépenses","Dépenses","0","10000","","","AOUT/2023","Dix mille francs congolais","Courses de service Kangala","04/08/2023 00:00:00","2023/08/04","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","272331787,6","272331787,6","272321787,6","272321787,6","30/12/1899 08:25:22","","","","0","618120","AOUT","2023","MOIS D'AOUT 2023","3166","Francs Congolais:  Vingt quatre millions cinq cent soixante  treize mille six cent quarante neuf et vingt huit centime","33333","SOMMAIRE MOIS D'AOUT 2023","1"
"3902","3299","Dépenses","Dépenses","Dépenses","0","180000","","","AOUT/2023","Cent quatre-vingt mille francs congolais","Collation travauxd'aménagement des installations sanit.","04/08/2023 00:00:00","2023/08/04","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","272321787,6","272321787,6","272141787,6","272141787,6","30/12/1899 08:26:41","","","","0","663841","AOUT","2023","MOIS D'AOUT 2023","3167","Francs Congolais:  Vingt quatre millions cinq cent soixante  treize mille six cent quarante neuf et vingt huit centime","33333","SOMMAIRE MOIS D'AOUT 2023","1"
"3903","3300","Dépenses","Dépenses","Dépenses","0","700000","","","AOUT/2023","Sept cent mille francs congolais","Manutention des mobiliers déclassés, transport","04/08/2023 00:00:00","2023/08/04","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","272141787,6","272141787,6","271441787,6","271441787,6","30/12/1899 08:28:02","","","","0","659800","AOUT","2023","MOIS D'AOUT 2023","3168","Francs Congolais:  Vingt quatre millions cinq cent soixante  treize mille six cent quarante neuf et vingt huit centime","33333","SOMMAIRE MOIS D'AOUT 2023","1"
"3904","3301","Dépenses","Dépenses","Dépenses","0","475000","","","AOUT/2023","Quatre cent soixante  quinze mille francs congolais","Achat disque d'embrayage, butée d'embrayage 5598","04/08/2023 00:00:00","2023/08/04","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","271441787,6","271441787,6","270966787,6","270966787,6","30/12/1899 08:29:33","","","","0","624000","AOUT","2023","MOIS D'AOUT 2023","3169","Francs Congolais:  Vingt quatre millions cinq cent soixante  treize mille six cent quarante neuf et vingt huit centime","33333","SOMMAIRE MOIS D'AOUT 2023","1"
"2464","119","Recettes","Recettes","Recettes","171427000","0","DG FONCT","DG Fonctionnement","AVRIL/2023","Cent soixante  onze et millions quatre cent vingt sept mille francs congolais","DG, Frais de fonctionnement","14/04/2023 00:00:00","2023/04/14","104","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","398250728,23","398250728,23","569677728","569677728","30/12/1899 09:41:28","Centre Médical","","","0","707820","AVRIL","2023","MOIS D'AVRIL 2023","0","Francs Congolais:  Vingt huit millions soixante  treize mille sept cent un et quatre-vingt  dix-neuf centime","33333","SOMMAIRE MOIS AVRIL/2023","1"
"2465","120","Recettes","Recettes","Recettes","604255680","0","AUTRES","AUTRES","AVRIL/2023","Six cent quatre millions deux cent cinquante cinq mille six cent quatre-vingt francs congolais","DG, Paiement arrierés des primes des scellés 2019 à 2022","17/04/2023 00:00:00","2023/04/17","147","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","1082647658,23","1082647658,23","1686903338","1686903338","30/12/1899 09:46:30","AUTRES","","","0","707820","AVRIL","2023","MOIS D'AVRIL 2023","0","Francs Congolais:  Vingt huit millions soixante  treize mille sept cent un et quatre-vingt  dix-neuf centime","33333","SOMMAIRE MOIS AVRIL/2023","1"
"2466","2171","Dépenses","Dépenses","Dépenses","0","220000","","","AVRIL/2023","Deux cent vingt mille francs congolais","Frais d'approvisionnement frigo SDRF","12/04/2023 00:00:00","2023/04/12","40","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","1173933408,23","1173933408,23","1173713408,23","1173713408,23","30/12/1899 08:34:34","","","","0","604130","AVRIL","2023","MOIS D'AVRIL 2023","4401","Francs Congolais:  Vingt huit millions soixante  treize mille sept cent un et quatre-vingt  dix-neuf centime","33333","SOMMAIRE MOIS D'AVRIL/2023","1"
"2467","2172","Dépenses","Dépenses","Dépenses","0","15000","","","AVRIL/2023","Quinze mille francs congolais","Courses de service Biluka","12/04/2023 00:00:00","2023/04/12","41","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","1173713408,23","1173713408,23","1173698408,23","1173698408,23","30/12/1899 08:37:25","","","","0","618120","AVRIL","2023","MOIS D'AVRIL 2023","4402","Francs Congolais:  Vingt huit millions soixante  treize mille sept cent un et quatre-vingt  dix-neuf centime","33333","SOMMAIRE MOIS D'AVRIL/2023","1"
"2468","2173","Dépenses","Dépenses","Dépenses","0","380000","","","AVRIL/2023","Trois cent quatre-vingt mille francs congolais","Prime au cadre pour travaux intensifs joir férié 06/04/23","12/04/2023 00:00:00","2023/04/12","42","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","1173698408,23","1173698408,23","1173318408,23","1173318408,23","30/12/1899 08:40:36","","","","0","659800","AVRIL","2023","MOIS D'AVRIL 2023","4403","Francs Congolais:  Vingt huit millions soixante  treize mille sept cent un et quatre-vingt  dix-neuf centime","33333","SOMMAIRE MOIS D'AVRIL/2023","1"
"2469","2174","Dépenses","Dépenses","Dépenses","0","70151750","","","AVRIL/2023","Soixante  dix millions cent cinquante  et un mille sept cent cinquante francs congolais","PV CX N°002/23 P/C AFRICAN DIGITAL","12/04/2023 00:00:00","2023/04/12","43","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","1173318408,23","1173318408,23","1103166658,23","1103166658,23","30/12/1899 08:42:02","","","","0","632540B","AVRIL","2023","MOIS D'AVRIL 2023","4404","Francs Congolais:  Vingt huit millions soixante  treize mille sept cent un et quatre-vingt  dix-neuf centime","33333","SOMMAIRE MOIS D'AVRIL/2023","1"
"2470","2175","Dépenses","Dépenses","Fonctionnement","0","2000000","","","AVRIL/2023","Deux millions de francs congolais","Frais de fonctionnement SEP","12/04/2023 00:00:00","2023/04/12","44","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","1103166658,23","1103166658,23","1101166658,23","1101166658,23","30/12/1899 08:42:50","","","","0","-","AVRIL","2023","MOIS D'AVRIL 2023","4405","Francs Congolais:  Vingt huit millions soixante  treize mille sept cent un et quatre-vingt  dix-neuf centime","33333","SOMMAIRE MOIS DE JUIN/2023","1"
"2471","2176","Dépenses","Dépenses","Fonctionnement","0","1500000","","","AVRIL/2023","Un million cinq cent mille francs congolais","Frais fonctionnement Beach Ngobila","12/04/2023 00:00:00","2023/04/12","45","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","1101166658,23","1101166658,23","1099666658,23","1099666658,23","30/12/1899 08:44:04","","","","0","-","AVRIL","2023","MOIS D'AVRIL 2023","4406","Francs Congolais:  Vingt huit millions soixante  treize mille sept cent un et quatre-vingt  dix-neuf centime","33333","SOMMAIRE MOIS D'AVRIL/2023","1"
"3905","3302","Dépenses","Dépenses","Dépenses","0","250000","","","AOUT/2023","Deux cent cinquante mille francs congolais","Frais médicaux Mambondo","04/08/2023 00:00:00","2023/08/04","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","270966787,6","270966787,6","270716787,6","270716787,6","30/12/1899 08:30:18","","","","0","632831","AOUT","2023","MOIS D'AOUT 2023","3170","Francs Congolais:  Vingt quatre millions cinq cent soixante  treize mille six cent quarante neuf et vingt huit centime","33333","SOMMAIRE MOIS D'AOUT 2023","1"
"3906","3303","Dépenses","Dépenses","Dépenses","0","131250","","","AOUT/2023","Cent trente  et un mille deux cent cinquante francs congolais","Achat porduits pharmaceutiques Ntumba","04/08/2023 00:00:00","2023/08/04","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","270716787,6","270716787,6","270585537,6","270585537,6","30/12/1899 08:31:06","","","","0","632831","AOUT","2023","MOIS D'AOUT 2023","3171","Francs Congolais:  Vingt quatre millions cinq cent soixante  treize mille six cent quarante neuf et vingt huit centime","33333","SOMMAIRE MOIS D'AOUT 2023","1"
"3907","3304","Dépenses","Dépenses","Dépenses","0","104500","","","AOUT/2023","Cent quatre mille cinq cent francs congolais","Achat produits pharmaceutiques Bokinda","04/08/2023 00:00:00","2023/08/04","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","270585537,6","270585537,6","270481037,6","270481037,6","30/12/1899 08:31:59","","","","0","632831","AOUT","2023","MOIS D'AOUT 2023","3172","Francs Congolais:  Vingt quatre millions cinq cent soixante  treize mille six cent quarante neuf et vingt huit centime","33333","SOMMAIRE MOIS D'AOUT 2023","1"
"3908","3305","Dépenses","Dépenses","Dépenses","0","41580","","","AOUT/2023","Quarante  et un mille cinq cent quatre-vingt francs congolais","Achat calculatrice","04/08/2023 00:00:00","2023/08/04","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","270481037,6","270481037,6","270439457,6","270439457,6","30/12/1899 08:32:40","","","","0","604710","AOUT","2023","MOIS D'AOUT 2023","3173","Francs Congolais:  Vingt quatre millions cinq cent soixante  treize mille six cent quarante neuf et vingt huit centime","33333","SOMMAIRE MOIS D'AOUT 2023","1"
"3909","3306","Dépenses","Dépenses","Dépenses","0","820000","","","AOUT/2023","Huit cent vingt mille francs congolais","Ac hat amortisseurs avant et arrière jeep 8780","07/08/2023 00:00:00","2023/08/07","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","270439457,6","270439457,6","269619457,6","269619457,6","30/12/1899 08:34:06","","","","0","624000","AOUT","2023","MOIS D'AOUT 2023","3174","Francs Congolais:  Vingt quatre millions cinq cent soixante  treize mille six cent quarante neuf et vingt huit centime","33333","SOMMAIRE MOIS D'AOUT 2023","1"
"3910","3307","Dépenses","Dépenses","Dépenses","0","148725","","","AOUT/2023","Cent quarante huit mille sept cent vingt cinq francs congolais","Frais médicaux Bikuma","07/08/2023 00:00:00","2023/08/07","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","269619457,6","269619457,6","269470732,6","269470732,6","30/12/1899 08:35:07","","","","0","632831","AOUT","2023","MOIS D'AOUT 2023","3175","Francs Congolais:  Vingt quatre millions cinq cent soixante  treize mille six cent quarante neuf et vingt huit centime","33333","SOMMAIRE MOIS D'AOUT 2023","1"
