"Num_Auto_Mvt","Num_Mvt","Mvt","MT_Chiffre_Mvt_R","MT_Chiffre_Mvt_D","MT_Lttre_Mvt","Motif_Mvt","Date_Mvt","Date_Mvt1","Code_Service","Service_Mvt","Solde_Av_Mvt","Solde_Av_Mvt1","Solde_Ap_Mvt","Solde_Ap_Mvt1","Heure_Mvt","Benef_Mvt","Code_Rubrique","Rubrique_Mvt","MODIF"
"9374","7869","Dépenses","0","6,66","Dollars américains six  et  soixante six  Centimes","Ration sécurité","13/05/2013 00:00:00","2013/05/13","Secu","Sécurité","1731,25","1731,25","1724,59","1724,59","30/12/1899 13:40:01","SHELLAH","53","Ration sécurité",""
"9375","7870","Dépenses","0","4,44","Dollars américains quatre  et  quarante quatre  Centimes","Achat carbure","13/05/2013 00:00:00","2013/05/13","Sc","Sciérie","1724,59","1724,59","1720,15","1720,15","30/12/1899 13:48:34","Tweva","10","Achat carbure",""
"9376","7871","Dépenses","0","329","Dollars américains trois cent vingt neuf ","Entretien Scierie","13/05/2013 00:00:00","2013/05/13","Sc","Sciérie","1720,15","1720,15","1391,15","1391,15","30/12/1899 13:49:08","Moise MIKANZU","64","Entretien Scierie",""
"9377","7872","Dépenses","0","8","Dollars américains huit ","Achat Rame duplicateur","13/05/2013 00:00:00","2013/05/13","Bur","Bureau","1391,15","1391,15","1383,15","1383,15","30/12/1899 13:49:24","Tweva","157","Achat Rame duplicateur",""
"9378","7873","Dépenses","0","5","Dollars américains cinq ","DGRAD SBB","13/05/2013 00:00:00","2013/05/13","Bur","Bureau","1383,15","1383,15","1378,15","1378,15","30/12/1899 13:50:00","Tweva/Commune Limete","76","DGRAD SBB",""
"9379","7874","Dépenses","0","110","Dollars américains  cent dix ","Achat bois","13/05/2013 00:00:00","2013/05/13","Sc","Sciérie","1378,15","1378,15","1268,15","1268,15","30/12/1899 13:50:39","Jean Claude/Contrat achat grumes","66","Achat bois",""
"9380","7875","Dépenses","0","6,66","Dollars américains six  et  soixante six  Centimes","Ration sécurité","13/05/2013 00:00:00","2013/05/13","Secu","Sécurité","1268,15","1268,15","1261,49","1261,49","30/12/1899 14:40:09","Chirro/dimanche","53","Ration sécurité",""
"9381","7876","Dépenses","0","5","Dollars américains cinq ","M.O extérieure","13/05/2013 00:00:00","2013/05/13","Gar","Garage","1261,49","1261,49","1256,49","1256,49","30/12/1899 14:40:29","BAMENGA","113","M.O extérieure",""
"9382","7877","Dépenses","0","2,22","Dollars américains deux  et  vingt deux  Centimes","Transport courses de service","13/05/2013 00:00:00","2013/05/13","Bur","Bureau","1256,49","1256,49","1254,27","1254,27","30/12/1899 14:40:47","Tweva","9","Transport courses de service",""
"9383","7878","Dépenses","0","5","Dollars américains cinq ","Communication de service","13/05/2013 00:00:00","2013/05/13","Bur","Bureau","1254,27","1254,27","1249,27","1249,27","30/12/1899 14:41:03","Tweva","8","Communication de service",""
"9384","7879","Dépenses","0","1,88","Dollars américains un  et  quatre-vingt huit  Centimes","Achat essence tronçonneuse","13/05/2013 00:00:00","2013/05/13","Sc","Sciérie","1249,27","1249,27","1247,39","1247,39","30/12/1899 14:41:30","Tweva","118","Achat essence tronçonneuse",""
"9385","7880","Dépenses","0","23","Dollars américains  vingt trois ","Achat gasoil courses de service","13/05/2013 00:00:00","2013/05/13","Bur","Bureau","1247,39","1247,39","1224,39","1224,39","30/12/1899 14:41:52","Tweva","115","Achat gasoil courses de service",""
"9386","7881","Dépenses","0","20","Dollars américains  vingt  ","Prélèvement Président","13/05/2013 00:00:00","2013/05/13","Pres","Président","1224,39","1224,39","1204,39","1204,39","30/12/1899 14:47:01","ANGO","45","Prélèvement Président",""
"9387","7882","Dépenses","0","1200","Dollars américains mille deux cent ","Salaire","13/05/2013 00:00:00","2013/05/13","Pers","Personnel","1204,39","1204,39","4,3900000000001","4,3900000000001","30/12/1899 14:54:39","Tweva","55","Salaire",""
"9388","1506","Recettes","400","0","Dollars américains quatre cent ","Prestation de sciage ","14/05/2013 00:00:00","2013/05/14","Sc","Sciérie","4,3900000000001","4,3900000000001","404,39","404,39","30/12/1899 14:55:47","Louise MATSUELA","1","Prestation de sciage ",""
"9389","7883","Dépenses","0","11,11","Dollars américains onze  et onze  Centimes","Achat pièces de rechange scierie","14/05/2013 00:00:00","2013/05/14","Sc","Sciérie","404,39","404,39","393,28","393,28","30/12/1899 14:56:28","Magloire/Vis Déligneuse","185","Achat pièces de rechange scierie",""
"9390","7884","Dépenses","0","40","Dollars américains  quarante  ","Achat Huile Hydraulique rouge Poclain","14/05/2013 00:00:00","2013/05/14","Sc","Sciérie","393,28","393,28","353,28","353,28","30/12/1899 14:56:47","Tweva","126","Achat Huile Hydraulique rouge Poclain",""
"9391","7885","Dépenses","0","30","Dollars américains  trente  ","Achat gasoil Poclain Rouge","14/05/2013 00:00:00","2013/05/14","Sc","Sciérie","353,28","353,28","323,28","323,28","30/12/1899 14:57:05","Tweva","17","Achat gasoil Poclain Rouge",""
"9392","7886","Dépenses","0","5","Dollars américains cinq ","Communication de service","14/05/2013 00:00:00","2013/05/14","Bur","Bureau","323,28","323,28","318,28","318,28","30/12/1899 14:57:42","Tweva","8","Communication de service",""
"9393","7887","Dépenses","0","42","Dollars américains  quarante deux ","Achat pièces de rechange scierie","14/05/2013 00:00:00","2013/05/14","Sc","Sciérie","318,28","318,28","276,28","276,28","30/12/1899 14:58:18","Magloire/Déligneuse buselure","185","Achat pièces de rechange scierie",""
"9394","7888","Dépenses","0","6,66","Dollars américains six  et  soixante six  Centimes","Achat SAE 40","14/05/2013 00:00:00","2013/05/14","Sc","Sciérie","276,28","276,28","269,62","269,62","30/12/1899 14:58:58","Tweva","153","Achat SAE 40",""
"9395","7889","Dépenses","0","130","Dollars américains  cent  trente  ","Heures supplémentaires","14/05/2013 00:00:00","2013/05/14","Pers","Personnel","269,62","269,62","139,62","139,62","30/12/1899 14:59:37","Tweva/Client","65","Heures supplémentaires",""
"9396","7890","Dépenses","0","100","Dollars américains  cent  ","Salaire","14/05/2013 00:00:00","2013/05/14","Pers","Personnel","139,62","139,62","39,62","39,62","30/12/1899 15:04:22","Tweva","55","Salaire",""
"9397","7891","Dépenses","0","26","Dollars américains  vingt six ","Achat Meule Diamant","14/05/2013 00:00:00","2013/05/14","Sc","Sciérie","39,62","39,62","13,62","13,62","30/12/1899 15:05:18","MoiseMIKANZU/solde meule diamant","197","Achat Meule Diamant",""
"9398","7892","Dépenses","0","6,66","Dollars américains six  et  soixante six  Centimes","Ration sécurité","14/05/2013 00:00:00","2013/05/14","Secu","Sécurité","13,62","13,62","6,96","6,96","30/12/1899 15:05:43","Shellah","53","Ration sécurité",""
"9399","7893","Dépenses","0","5,55","Dollars américains cinq  et  cinquante cinq  Centimes","Achat gasoil DAF","14/05/2013 00:00:00","2013/05/14","Gar","Garage","6,96","6,96","1,41","1,41","30/12/1899 15:06:29","Tweva/lavage pièces ","20","Achat gasoil DAF",""
"9400","1507","Recettes","20","0","Dollars américains  vingt  ","Emprunt Changeur","15/05/2013 00:00:00","2013/05/15","Dem","Divers Emprunts","1,41","1,41","21,41","21,41","30/12/1899 16:20:43","Tweva","102","Emprunt Changeur",""
"9401","7894","Dépenses","0","5,55","Dollars américains cinq  et  cinquante cinq  Centimes","Achat outils","15/05/2013 00:00:00","2013/05/15","Gar","Garage","21,41","21,41","15,86","15,86","30/12/1899 16:30:30","Tweva/clef 24","97","Achat outils",""
"9402","7895","Dépenses","0","6,66","Dollars américains six  et  soixante six  Centimes","Ration sécurité","15/05/2013 00:00:00","2013/05/15","Secu","Sécurité","15,86","15,86","9,2","9,2","30/12/1899 16:31:09","Shellah","53","Ration sécurité",""
"9403","7896","Dépenses","0","3,33","Dollars américains trois  et  trente trois  Centimes","Soins médicaux et funéraires","15/05/2013 00:00:00","2013/05/15","Pers","Personnel","9,2","9,2","5,87","5,87","30/12/1899 16:32:20","KIMAFU","69","Soins médicaux et funéraires",""
"9404","7897","Dépenses","0","3,33","Dollars américains trois  et  trente trois  Centimes","Transport courses de service","15/05/2013 00:00:00","2013/05/15","Bur","Bureau","5,87","5,87","2,54","2,54","30/12/1899 16:32:44","Tweva","9","Transport courses de service",""
"9405","7898","Dépenses","0","2,54","Dollars américains deux  et  cinquante quatre  Centimes","Communication de service","15/05/2013 00:00:00","2013/05/15","Bur","Bureau","2,54","2,54","0","0","30/12/1899 16:34:27","Tweva","8","Communication de service",""
"9406","1508","Recettes","1000","0","Dollars américains mille ","Prestation de sciage ","16/05/2013 00:00:00","2013/05/16","Sc","Sciérie","0","0","1000","1000","30/12/1899 16:35:01","AMEKA","1","Prestation de sciage ",""
"9407","1509","Recettes","100","0","Dollars américains  cent  ","Prestation de sciage ","16/05/2013 00:00:00","2013/05/16","Sc","Sciérie","1000","1000","1100","1100","30/12/1899 16:35:22","LOUISE MUSIMPULU","1","Prestation de sciage ",""
"9408","1510","Recettes","550","0","Dollars américains cinq cent cinquante  ","Prestation de sciage ","16/05/2013 00:00:00","2013/05/16","Sc","Sciérie","1100","1100","1650","1650","30/12/1899 16:36:30","FIFI","1","Prestation de sciage ",""
"9409","1511","Recettes","220","0","Dollars américains deux cent vingt  ","Loaction Remorque DAF","16/05/2013 00:00:00","2013/05/16","Gar","Garage","1650","1650","1870","1870","30/12/1899 16:36:51","TWEVA","216","Loaction Remorque DAF",""
"9410","1512","Recettes","800","0","Dollars américains huit cent ","Prestation de sciage ","16/05/2013 00:00:00","2013/05/16","Sc","Sciérie","1870","1870","2670","2670","30/12/1899 16:37:07","CHARLOTTE","1","Prestation de sciage ",""
"9411","7899","Dépenses","0","20","Dollars américains  vingt  ","Achat Huile Hydraulique rouge Poclain","16/05/2013 00:00:00","2013/05/16","Sc","Sciérie","2670","2670","2650","2650","30/12/1899 16:44:27","Tweva","126","Achat Huile Hydraulique rouge Poclain",""
"9412","1513","Recettes","400","0","Dollars américains quatre cent ","Prestation de sciage ","16/05/2013 00:00:00","2013/05/16","Sc","Sciérie","2650","2650","3050","3050","30/12/1899 16:47:38","KANO JEAN","1","Prestation de sciage ",""
"9413","7900","Dépenses","0","60","Dollars américains  soixante  ","Achat gasoil Poclain Rouge","16/05/2013 00:00:00","2013/05/16","Sc","Sciérie","3050","3050","2990","2990","30/12/1899 16:48:13","Tweva","17","Achat gasoil Poclain Rouge",""
"9414","7901","Dépenses","0","6,66","Dollars américains six  et  soixante six  Centimes","Achat SAE 40","16/05/2013 00:00:00","2013/05/16","Sc","Sciérie","2990","2990","2983,34","2983,34","30/12/1899 16:48:37","Tweva","153","Achat SAE 40",""
"9415","7902","Dépenses","0","5","Dollars américains cinq ","Transport courses de service","16/05/2013 00:00:00","2013/05/16","Bur","Bureau","2983,34","2983,34","2978,34","2978,34","30/12/1899 16:48:57","Tweva","9","Transport courses de service",""
"9416","7903","Dépenses","0","33,33","Dollars américains  trente trois  et  trente trois  Centimes","Achat Meule Diamant","16/05/2013 00:00:00","2013/05/16","Sc","Sciérie","2978,34","2978,34","2945,01","2945,01","30/12/1899 16:49:40","Moise MIKANZU/scie circulaire","197","Achat Meule Diamant",""
"9417","7904","Dépenses","0","3,33","Dollars américains trois  et  trente trois  Centimes","Soufflage scierie","16/05/2013 00:00:00","2013/05/16","Sc","Sciérie","2945,01","2945,01","2941,68","2941,68","30/12/1899 16:50:05","Shellah","194","Soufflage scierie",""
"9418","7905","Dépenses","0","6,66","Dollars américains six  et  soixante six  Centimes","Ration sécurité","16/05/2013 00:00:00","2013/05/16","Secu","Sécurité","2941,68","2941,68","2935,02","2935,02","30/12/1899 16:50:27","Chirro","53","Ration sécurité",""
"9419","7906","Dépenses","0","50","Dollars américains  cinquante  ","Achat gasoil DAF","16/05/2013 00:00:00","2013/05/16","Gar","Garage","2935,02","2935,02","2885,02","2885,02","30/12/1899 16:50:53","Tweva","20","Achat gasoil DAF",""
"9420","7907","Dépenses","0","65","Dollars américains  soixante cinq ","Heures supplémentaires","16/05/2013 00:00:00","2013/05/16","Pers","Personnel","2885,02","2885,02","2820,02","2820,02","30/12/1899 16:51:27","Moise MIKANZU/Charlotte","65","Heures supplémentaires",""
"9421","7908","Dépenses","0","1741","Dollars américains mille sept cent quarante un ","Salaire","16/05/2013 00:00:00","2013/05/16","Pers","Personnel","2820,02","2820,02","1079,02","1079,02","30/12/1899 16:52:27","Tweva","55","Salaire",""
"9422","7909","Dépenses","0","40","Dollars américains  quarante  ","Achat Meule Diamant","16/05/2013 00:00:00","2013/05/16","Sc","Sciérie","1079,02","1079,02","1039,02","1039,02","30/12/1899 16:53:02","Moise Mikanzu/Affutage","","Achat Meule Diamant",""
"9423","7910","Dépenses","0","440","Dollars américains quatre cent quarante  ","Achat oxygène","16/05/2013 00:00:00","2013/05/16","Sc","Sciérie","1039,02","1039,02","599,02","599,02","30/12/1899 16:53:38","Tweva/Argon","186","Achat oxygène",""
"9424","7911","Dépenses","0","8,88","Dollars américains huit  et  quatre-vingt huit  Centimes","Achat Disque à couper","16/05/2013 00:00:00","2013/05/16","Sc","Sciérie","599,02","599,02","590,14","590,14","30/12/1899 16:53:58","Tweva","13","Achat Disque à couper",""
"9425","7912","Dépenses","0","8,88","Dollars américains huit  et  quatre-vingt huit  Centimes","Achat carbure","16/05/2013 00:00:00","2013/05/16","Sc","Sciérie","590,14","590,14","581,26","581,26","30/12/1899 16:54:19","Tweva","10","Achat carbure",""
"9426","7913","Dépenses","0","5","Dollars américains cinq ","Achat outils","16/05/2013 00:00:00","2013/05/16","Sc","Sciérie","581,26","581,26","576,26","576,26","30/12/1899 16:54:49","Tweva/Antirouille","97","Achat outils",""
"9427","7914","Dépenses","0","5","Dollars américains cinq ","Transport courses de service","16/05/2013 00:00:00","2013/05/16","Sc","Sciérie","576,26","576,26","571,26","571,26","30/12/1899 16:55:12","Tweva/Achat argon","9","Transport courses de service",""
"9428","7915","Dépenses","0","4,44","Dollars américains quatre  et  quarante quatre  Centimes","Electricité/SNEL","16/05/2013 00:00:00","2013/05/16","Elec","Electricité","571,26","571,26","566,82","566,82","30/12/1899 16:55:33","Tweva","41","Electricité/SNEL",""
"9429","7916","Dépenses","0","1,11","Dollars américains un  et onze  Centimes","Soins médicaux et funéraires","16/05/2013 00:00:00","2013/05/16","Pers","Personnel","566,82","566,82","565,71","565,71","30/12/1899 16:55:59","AIME","69","Soins médicaux et funéraires",""
"9430","7917","Dépenses","0","21,11","Dollars américains  vingt un  et onze  Centimes","Prélèvement Président","16/05/2013 00:00:00","2013/05/16","Pres","Président","565,71","565,71","544,6","544,6","30/12/1899 16:57:28","Tweva","45","Prélèvement Président",""
"9431","7918","Dépenses","0","15","Dollars américains quinze ","Réparatin pneu Mercedes","16/05/2013 00:00:00","2013/05/16","Gar","Garage","544,6","544,6","529,6","529,6","30/12/1899 16:57:50","Tweva","48","Réparatin pneu Mercedes",""
"9432","7919","Dépenses","0","15","Dollars américains quinze ","Achat pièces de rechange scierie","16/05/2013 00:00:00","2013/05/16","Sc","Sciérie","529,6","529,6","514,6","514,6","30/12/1899 16:58:25","Magloire/Ecrou argon","185","Achat pièces de rechange scierie",""
"9433","7920","Dépenses","0","15","Dollars américains quinze ","Transport courses de service","16/05/2013 00:00:00","2013/05/16","Pres","Président","514,6","514,6","499,6","499,6","30/12/1899 16:59:03","PAUL/Ferme","9","Transport courses de service",""
"9434","1514","Recettes","50","0","Dollars américains  cinquante  ","Prestation de sciage ","17/05/2013 00:00:00","2013/05/17","Sc","Sciérie","499,6","499,6","549,6","549,6","30/12/1899 17:05:11","SOLANGE","1","Prestation de sciage ",""
"9435","7921","Dépenses","0","35","Dollars américains  trente cinq ","Heures supplémentaires","17/05/2013 00:00:00","2013/05/17","Pers","Personnel","549,6","549,6","514,6","514,6","30/12/1899 17:05:58","Tweva","65","Heures supplémentaires",""
"9436","7922","Dépenses","0","11,11","Dollars américains onze  et onze  Centimes","Achat SAE 40","17/05/2013 00:00:00","2013/05/17","Sc","Sciérie","514,6","514,6","503,49","503,49","30/12/1899 17:06:32","Tweva/Sae foutus","153","Achat SAE 40",""
"9437","7923","Dépenses","0","10","Dollars américains dix ","Achat baguette castolines","17/05/2013 00:00:00","2013/05/17","Sc","Sciérie","503,49","503,49","493,49","493,49","30/12/1899 17:07:03","Tweva","11","Achat baguette castolines",""
"9438","7924","Dépenses","0","30","Dollars américains  trente  ","Achat outils","17/05/2013 00:00:00","2013/05/17","Sc","Sciérie","493,49","493,49","463,49","463,49","30/12/1899 17:07:35","Magloire/Déligneuse","97","Achat outils",""
"9439","7925","Dépenses","0","50","Dollars américains  cinquante  ","Achat Graisse","17/05/2013 00:00:00","2013/05/17","Sc","Sciérie","463,49","463,49","413,49","413,49","30/12/1899 17:07:53","Tweva","122","Achat Graisse",""
"9440","7926","Dépenses","0","6,66","Dollars américains six  et  soixante six  Centimes","Ration sécurité","17/05/2013 00:00:00","2013/05/17","Secu","Sécurité","413,49","413,49","406,83","406,83","30/12/1899 17:10:06","Chirro","53","Ration sécurité",""
"9441","7927","Dépenses","0","1,11","Dollars américains un  et onze  Centimes","Achat outils","17/05/2013 00:00:00","2013/05/17","Sc","Sciérie","406,83","406,83","405,72","405,72","30/12/1899 17:10:41","Tweva/Patrick/teflon","97","Achat outils",""
"9442","7928","Dépenses","0","4,44","Dollars américains quatre  et  quarante quatre  Centimes","Achat carbure","17/05/2013 00:00:00","2013/05/17","Sc","Sciérie","405,72","405,72","401,28","401,28","30/12/1899 17:10:59","Tweva","10","Achat carbure",""
"9443","7929","Dépenses","0","20","Dollars américains  vingt  ","Achat pièces de rechange scierie","17/05/2013 00:00:00","2013/05/17","Sc","Sciérie","401,28","401,28","381,28","381,28","30/12/1899 17:11:41","Tweva/Courroies affutage","185","Achat pièces de rechange scierie",""
"9444","7930","Dépenses","0","2,22","Dollars américains deux  et  vingt deux  Centimes","Achat outils","17/05/2013 00:00:00","2013/05/17","Sc","Sciérie","381,28","381,28","379,06","379,06","30/12/1899 17:12:10","Tweva/ajout teflon","97","Achat outils",""
"9445","7931","Dépenses","0","15","Dollars américains quinze ","Achat gasoil Mercedes","18/05/2013 00:00:00","2013/05/18","Gar","Garage","379,06","379,06","364,06","364,06","30/12/1899 17:13:50","Tweva/Kawala","18","Achat gasoil Mercedes",""
"9446","7932","Dépenses","0","6,66","Dollars américains six  et  soixante six  Centimes","Ration sécurité","18/05/2013 00:00:00","2013/05/18","Secu","Sécurité","364,06","364,06","357,4","357,4","30/12/1899 17:14:08","Shellah","53","Ration sécurité",""
"9447","7933","Dépenses","0","10","Dollars américains dix ","Achat baguette castolines","18/05/2013 00:00:00","2013/05/18","Sc","Sciérie","357,4","357,4","347,4","347,4","30/12/1899 17:14:30","Tweva","11","Achat baguette castolines",""
"9448","7934","Dépenses","0","5,55","Dollars américains cinq  et  cinquante cinq  Centimes","DGRAD SBB","18/05/2013 00:00:00","2013/05/18","Bur","Bureau","347,4","347,4","341,85","341,85","30/12/1899 17:15:04","Tweva/Economie Commune","76","DGRAD SBB",""
"9449","7935","Dépenses","0","20","Dollars américains  vingt  ","Achat pièces de rechange scierie","18/05/2013 00:00:00","2013/05/18","Sc","Sciérie","341,85","341,85","321,85","321,85","30/12/1899 17:15:38","Tweva/Flexible","185","Achat pièces de rechange scierie",""
"9450","7936","Dépenses","0","40","Dollars américains  quarante  ","Achat Huile Hydraulique rouge Poclain","18/05/2013 00:00:00","2013/05/18","Sc","Sciérie","321,85","321,85","281,85","281,85","30/12/1899 17:16:09","Tweva","126","Achat Huile Hydraulique rouge Poclain",""
"9451","7937","Dépenses","0","1,11","Dollars américains un  et onze  Centimes","Achat outils","18/05/2013 00:00:00","2013/05/18","Bur","Bureau","281,85","281,85","280,74","280,74","30/12/1899 17:16:45","MUNGYAMINA/Domino","97","Achat outils",""
"9452","7938","Dépenses","0","2,22","Dollars américains deux  et  vingt deux  Centimes","Transport courses de service","18/05/2013 00:00:00","2013/05/18","Bur","Bureau","280,74","280,74","278,52","278,52","30/12/1899 17:18:33","Tweva","9","Transport courses de service",""
"9453","7939","Dépenses","0","270","Dollars américains deux cent soixante-dix  ","Salaire","18/05/2013 00:00:00","2013/05/18","Pers","Personnel","278,52","278,52","8,51999999999998","8,51999999999998","30/12/1899 17:35:40","Tweva","55","Salaire",""
"9454","1515","Recettes","520","0","Dollars américains cinq cent vingt  ","Prestation de sciage ","20/05/2013 00:00:00","2013/05/20","Sc","Sciérie","8,51999999999998","8,51999999999998","528,52","528,52","30/12/1899 17:36:50","LOUISE MUSIMPULU","1","Prestation de sciage ",""
"9455","7940","Dépenses","0","1,88","Dollars américains un  et  quatre-vingt huit  Centimes","Soins médicaux et funéraires","20/05/2013 00:00:00","2013/05/20","Pers","Personnel","528,52","528,52","526,64","526,64","30/12/1899 17:37:32","Shellah","69","Soins médicaux et funéraires",""
"9456","7941","Dépenses","0","6,66","Dollars américains six  et  soixante six  Centimes","Ration sécurité","20/05/2013 00:00:00","2013/05/20","Secu","Sécurité","526,64","526,64","519,98","519,98","30/12/1899 17:37:53","Shellah","53","Ration sécurité",""
"9457","7942","Dépenses","0","60","Dollars américains  soixante  ","Heures supplémentaires","20/05/2013 00:00:00","2013/05/20","Pers","Personnel","519,98","519,98","459,98","459,98","30/12/1899 17:38:19","Moise MIKANZU","65","Heures supplémentaires",""
"9458","7943","Dépenses","0","20","Dollars américains  vingt  ","Achat outils","20/05/2013 00:00:00","2013/05/20","Sc","Sciérie","459,98","459,98","439,98","439,98","30/12/1899 17:39:03","Magloire/préparation vis sans fin","97","Achat outils",""
"9459","7944","Dépenses","0","30","Dollars américains  trente  ","Achat gasoil Poclain Rouge","20/05/2013 00:00:00","2013/05/20","Sc","Sciérie","439,98","439,98","409,98","409,98","30/12/1899 17:39:35","Tweva","17","Achat gasoil Poclain Rouge",""
"9460","7945","Dépenses","0","6,66","Dollars américains six  et  soixante six  Centimes","Achat SAE 40","20/05/2013 00:00:00","2013/05/20","Sc","Sciérie","409,98","409,98","403,32","403,32","30/12/1899 17:39:55","Tweva","153","Achat SAE 40",""
"9461","7946","Dépenses","0","6,66","Dollars américains six  et  soixante six  Centimes","Ration sécurité","20/05/2013 00:00:00","2013/05/20","Secu","Sécurité","403,32","403,32","396,66","396,66","30/12/1899 17:40:16","Chirro","53","Ration sécurité",""
"9462","7947","Dépenses","0","2,22","Dollars américains deux  et  vingt deux  Centimes","Prélèvement Président","20/05/2013 00:00:00","2013/05/20","Pres","Président","396,66","396,66","394,44","394,44","30/12/1899 17:40:34","Honorable","45","Prélèvement Président",""
"9463","7948","Dépenses","0","7,77","Dollars américains sept  et soixante dix-sept  Centimes","Achat baguette castolines","20/05/2013 00:00:00","2013/05/20","Sc","Sciérie","394,44","394,44","386,67","386,67","30/12/1899 17:40:51","Tweva","11","Achat baguette castolines",""
"9464","7949","Dépenses","0","60","Dollars américains  soixante  ","Réparation pneu ","20/05/2013 00:00:00","2013/05/20","Sc","Sciérie","386,67","386,67","326,67","326,67","30/12/1899 17:41:41","Marcel/Poclain rouge","108","Réparation pneu ",""
"9465","7950","Dépenses","0","10","Dollars américains dix ","Heures supplémentaires","20/05/2013 00:00:00","2013/05/20","Sc","Sciérie","326,67","326,67","316,67","316,67","30/12/1899 17:42:58","Tweva","65","Heures supplémentaires",""
"9466","7951","Dépenses","0","200","Dollars américains deux cent ","Salaire","21/05/2013 00:00:00","2013/05/21","Pers","Personnel","316,67","316,67","116,67","116,67","30/12/1899 17:43:22","Tweva","55","Salaire",""
"9467","7952","Dépenses","0","4,44","Dollars américains quatre  et  quarante quatre  Centimes","Achat Disque à couper","21/05/2013 00:00:00","2013/05/21","Sc","Sciérie","116,67","116,67","112,23","112,23","30/12/1899 17:44:01","Tweva","13","Achat Disque à couper",""
"9468","7953","Dépenses","0","52","Dollars américains  cinquante deux ","Achat outils","21/05/2013 00:00:00","2013/05/21","Sc","Sciérie","112,23","112,23","60,23","60,23","30/12/1899 17:44:27","Magloire/Déligneuse","97","Achat outils",""
"9469","7954","Dépenses","0","20","Dollars américains  vingt  ","Achat Huile Hydraulique rouge Poclain","21/05/2013 00:00:00","2013/05/21","Sc","Sciérie","60,23","60,23","40,23","40,23","30/12/1899 17:44:47","Tweva","126","Achat Huile Hydraulique rouge Poclain",""
"9470","7955","Dépenses","0","3,33","Dollars américains trois  et  trente trois  Centimes","Achat gasoil Compacteur  GF","21/05/2013 00:00:00","2013/05/21","Gar","Garage","40,23","40,23","36,9","36,9","30/12/1899 17:45:10","Tweva/lavage pièces","24","Achat gasoil Compacteur  GF",""
"9471","7956","Dépenses","0","3,33","Dollars américains trois  et  trente trois  Centimes","Achat baguette castolines","21/05/2013 00:00:00","2013/05/21","Gar","Garage","36,9","36,9","33,57","33,57","30/12/1899 17:45:36","Tweva","11","Achat baguette castolines",""
"9472","7957","Dépenses","0","4,44","Dollars américains quatre  et  quarante quatre  Centimes","Achat carbure","21/05/2013 00:00:00","2013/05/21","Sc","Sciérie","33,57","33,57","29,13","29,13","30/12/1899 17:45:52","Tweva","10","Achat carbure",""
"9473","7958","Dépenses","0","5,55","Dollars américains cinq  et  cinquante cinq  Centimes","Transport agents","22/05/2013 00:00:00","2013/05/22","Pres","Président","29,13","29,13","23,58","23,58","30/12/1899 17:49:31","VMPIA","135","Transport agents",""
"9474","7959","Dépenses","0","10","Dollars américains dix ","Transport agents","22/05/2013 00:00:00","2013/05/22","Pers","Personnel","23,58","23,58","13,58","13,58","30/12/1899 17:49:58","Tweva/Maçon","135","Transport agents",""
"9475","7960","Dépenses","0","6,66","Dollars américains six  et  soixante six  Centimes","Achat outils","22/05/2013 00:00:00","2013/05/22","Gar","Garage","13,58","13,58","6,92","6,92","30/12/1899 17:50:27","Tweva/clef","97","Achat outils",""
"9476","7961","Dépenses","0","6,66","Dollars américains six  et  soixante six  Centimes","Ration sécurité","22/05/2013 00:00:00","2013/05/22","Secu","Sécurité","6,92","6,92","0,26","0,26","30/12/1899 17:50:46","Shellah","53","Ration sécurité",""
"9477","1516","Recettes","50","0","Dollars américains  cinquante  ","Emprunt Changeur","22/05/2013 00:00:00","2013/05/22","Dem","Divers Emprunts","0,26","0,26","50,26","50,26","30/12/1899 17:51:55","Tweva","102","Emprunt Changeur",""
"9478","7962","Dépenses","0","30","Dollars américains  trente  ","Achat gasoil Poclain Rouge","22/05/2013 00:00:00","2013/05/22","Sc","Sciérie","50,26","50,26","20,26","20,26","30/12/1899 17:52:15","Tweva","17","Achat gasoil Poclain Rouge",""
"9479","7963","Dépenses","0","6,66","Dollars américains six  et  soixante six  Centimes","Achat SAE 40","22/05/2013 00:00:00","2013/05/22","Sc","Sciérie","20,26","20,26","13,6","13,6","30/12/1899 17:52:37","Tweva","153","Achat SAE 40",""
"9480","7964","Dépenses","0","6,66","Dollars américains six  et  soixante six  Centimes","Achat SAE 40","22/05/2013 00:00:00","2013/05/22","Gar","Garage","13,6","13,6","6,94","6,94","30/12/1899 17:53:04","Tweva/DAF","153","Achat SAE 40",""
"9481","7965","Dépenses","0","3,33","Dollars américains trois  et  trente trois  Centimes","Manutention bois Kinkole","22/05/2013 00:00:00","2013/05/22","Sc","Sciérie","6,94","6,94","3,61","3,61","30/12/1899 17:53:42","Roger/Manutention bois onatra","158","Manutention bois Kinkole",""
"9482","7966","Dépenses","0","3,61","Dollars américains trois  et  soixante un  Centimes","Transport courses de service","22/05/2013 00:00:00","2013/05/22","Bur","Bureau","3,61","3,61","0","0","30/12/1899 17:54:15","Tweva","9","Transport courses de service",""
"9483","1517","Recettes","200","0","Dollars américains deux cent ","Emprunt Changeur","23/05/2013 00:00:00","2013/05/23","Dem","Divers Emprunts","0","0","200","200","30/12/1899 17:55:04","Tweva","102","Emprunt Changeur",""
